dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
ett2/H/short,Granite-PatchTST-FM-r1,104.0081101190476,104.0081101190476,6.292024739583334,0.7264983531366029,0.1169904753496935,0.1082992735363188,5.348523253569123,10.198436650734642,0.129344552895588,0.0798003806486125,0.0633594006618307,Energy,7
ett2/W/short,Granite-PatchTST-FM-r1,3517323.4285714286,3517323.4285714286,1282.2314453125,0.8794649853792829,0.1703345264707292,0.1658431802477155,12.051513574052766,1875.4528595972304,0.1573217424754814,0.1075595604555686,0.0953089766835159,Energy,7
hierarchical_sales/D/short,Granite-PatchTST-FM-r1,28.748806324927656,28.748806324927656,2.315990595287309,0.7465589063341885,0.641347762140962,1.0702172256097562,7.108029550495353,5.361791335451954,1.644938203459559,0.7105202665854988,0.5767988927247731,Sales,1
hierarchical_sales/W/short,Granite-PatchTST-FM-r1,458.8499735169492,458.8499735169492,8.916996325476696,0.716464917024617,0.5339663549386389,0.4560585021972656,6.729422518601681,21.42078368120432,0.9834386564887168,0.4093836629299549,0.3448925913569617,Sales,1
hospital/M/short,Granite-PatchTST-FM-r1,3810.112559756627,3810.112559756627,19.023498614732723,0.7853037073861423,0.1974985586047846,0.1793038220262589,5.255814513111923,61.72610922256989,0.2240801101551184,0.0690597174974116,0.054355253573628,Healthcare,1
jena_weather/10T/long,Granite-PatchTST-FM-r1,1384.4145502645504,1384.4145502645504,9.619530216600529,0.6462098947259111,0.8581206706589269,0.6366232251364087,5.758603968072445,37.20772164839646,0.227680428829171,0.0588635548703414,0.0478569403430338,Nature,21
jena_weather/10T/medium,Granite-PatchTST-FM-r1,1432.267243867244,1432.267243867244,9.30020799512987,0.5892837527888096,0.7713411836353322,0.641492844178391,5.326222438440273,37.84530676143667,0.2322560006170245,0.0570752174760108,0.0462648760803059,Nature,21
jena_weather/10T/short,Granite-PatchTST-FM-r1,809.2229166666667,809.2229166666667,5.572844587053571,0.2712864170138168,0.365503831047429,0.5411508227151538,2.300174627069347,28.44684370306602,0.1766905524337725,0.0346143494509349,0.0279210283569779,Nature,21
jena_weather/D/short,Granite-PatchTST-FM-r1,347.5309771825397,347.5309771825397,9.165304129464284,1.0025985781193825,0.6179124861199239,0.4390276227678571,6.436768534914223,18.642182736539723,0.1122564093088437,0.0551901108543768,0.0437195469754961,Nature,21
jena_weather/H/long,Granite-PatchTST-FM-r1,1272.795238095238,1272.795238095238,11.082472511574077,0.8023925089669193,2.7347417027598717,0.6393813037367725,6.088307670680138,35.67625594278691,0.2148105874154018,0.066728763075476,0.0534239495978675,Nature,21
jena_weather/H/medium,Granite-PatchTST-FM-r1,1296.902380952381,1296.902380952381,10.320042007688492,0.7489722241679198,2.9821052571997826,0.6600172254774306,5.799681113480338,36.01253088790596,0.2203670634368937,0.0631501673364322,0.0514484064325006,Nature,21
jena_weather/H/short,Granite-PatchTST-FM-r1,1210.3553675856308,1210.3553675856308,8.944488499895572,0.5281775733213819,2.1168104852810274,0.6086263632714599,4.526691473585032,34.79016193675492,0.2132614529927782,0.0548291386867528,0.0442949163885226,Nature,21
kdd_cup_2018/D/short,Granite-PatchTST-FM-r1,2957.866347496509,2957.866347496509,21.549396568920805,1.219652621900834,0.5284714819594055,0.4788551069303145,9.385715871214828,54.386269843559866,1.2183101560560292,0.4827293501156341,0.3834325323845116,Nature,1
kdd_cup_2018/H/long,Granite-PatchTST-FM-r1,4236.865544495287,4236.865544495287,24.48609980021209,1.0282468225130277,0.9085002856807992,0.6246091941985341,7.692172582381301,65.0912094256612,1.5273027998289397,0.5745428470562617,0.4540966480665742,Nature,1
kdd_cup_2018/H/medium,Granite-PatchTST-FM-r1,5458.294339887579,5458.294339887579,26.340993360919377,1.0665688206070971,0.8542630355881101,0.5889132317578863,8.435857708864447,73.88027030193906,1.5464478608225838,0.5513646968054816,0.4393298934540979,Nature,1
kdd_cup_2018/H/short,Granite-PatchTST-FM-r1,4958.699611221055,4958.699611221055,23.904235588357256,0.983285549637286,0.8306301819438837,0.5288944451864471,7.417579533097781,70.41803470149571,1.4739770035352555,0.5003589448880097,0.399999886337238,Nature,1
loop_seattle/5T/long,Granite-PatchTST-FM-r1,84.2026774452471,84.2026774452471,5.06509875587662,0.8022168999660725,0.1475555501805985,0.1152929038026029,6.191924637287151,9.176201689438123,0.1622371225068585,0.0895519818741918,0.0709189343106704,Transport,1
loop_seattle/5T/medium,Granite-PatchTST-FM-r1,66.54444885190918,66.54444885190918,4.572653105650155,0.7275648604052184,0.1385115933098414,0.1049488901427655,5.4338195192346594,8.157478093866338,0.1451382937371707,0.0813568926535093,0.0642675026877392,Transport,1
loop_seattle/5T/short,Granite-PatchTST-FM-r1,42.5755638161926,42.5755638161926,3.4612344684738616,0.5477137602628981,0.0879340495610507,0.0747455526062578,4.011723008389508,6.524995311583956,0.1118892674543696,0.0593525314076191,0.0466317799457261,Transport,1
loop_seattle/D/short,Granite-PatchTST-FM-r1,18.841311919504644,18.841311919504644,2.9661686097136224,0.8956912405885,0.0545518054312596,0.0546317747133804,8.085273417372017,4.340658005361012,0.0775733639093932,0.0530094001171596,0.043546172925751,Transport,1
loop_seattle/H/long,Granite-PatchTST-FM-r1,60.79299965600275,60.79299965600275,4.117478553921568,0.8604183672586829,0.1204356621006406,0.0956647528460397,7.13774005632601,7.796986575338113,0.1393425887821255,0.0735848542785818,0.0594283292632749,Transport,1
loop_seattle/H/medium,Granite-PatchTST-FM-r1,69.95050309597524,69.95050309597524,4.406012964396285,0.9002909927970342,0.1154512419174084,0.1012422512436306,7.877806644126116,8.36364173646715,0.1478264147913928,0.0778757771523369,0.0632289393260712,Transport,1
loop_seattle/H/short,Granite-PatchTST-FM-r1,61.38732873689642,61.38732873689642,4.073639792871789,0.8258860275542205,0.1115120998658347,0.0942914628249585,8.142078024844116,7.835006620092699,0.1386875846991341,0.0721075668728643,0.059099117726745,Transport,1
m4_daily/D/short,Granite-PatchTST-FM-r1,388113.4412112609,388113.4412112609,191.5534272660448,3.55504867658056,0.0417093234884238,0.0325775189028905,26.97431892493655,622.9875128854999,0.0962343541948214,0.029589710845682,0.0234880981584463,Econ/Fin,1
m4_hourly/H/short,Granite-PatchTST-FM-r1,775388.1352657005,775388.1352657005,195.5000125805153,0.7911516008135205,0.0880331079357104,0.0817025348952043,6.416431779650747,880.5612615063761,0.120216048575358,0.0266900669337384,0.0216869100282989,Econ/Fin,1
m4_monthly/M/short,Granite-PatchTST-FM-r1,1921317.6127407409,1921317.6127407409,576.5213806423611,0.9639420830184806,0.1674684075955991,0.1361787990993923,7.97810960840764,1386.1160170565597,0.2880824943762694,0.1198209351547555,0.0957939918331232,Econ/Fin,1
m4_quarterly/Q/short,Granite-PatchTST-FM-r1,1892099.832,1892099.832,581.5942962239583,1.235394265770242,0.118516149520874,0.1064117333094279,9.873169308209109,1375.5361979969848,0.2302405371393506,0.0973486436451309,0.0779403247793273,Econ/Fin,1
m4_weekly/W/short,Granite-PatchTST-FM-r1,279188.92650524963,279188.92650524963,268.0162309835012,2.2735426889552466,0.0653726411422621,0.0650584872948528,15.566011081529362,528.3833139920769,0.0962632512739651,0.0488284037467783,0.0387267391704431,Econ/Fin,1
m4_yearly/A/short,Granite-PatchTST-FM-r1,4169919.71213836,4169919.71213836,989.9662390093148,3.702731309836588,0.1808246820546743,0.167945278890902,46.30471862328808,2042.0381270040868,0.3274502792137703,0.1587456752589602,0.1331695944410218,Econ/Fin,1
m_dense/D/short,Granite-PatchTST-FM-r1,9073.2,9073.2,48.60490740740741,0.7382724151655814,0.1298774283757644,0.1073182282624421,7.663512871106065,95.25334639790876,0.1648976324303978,0.0841422843298253,0.0698565038911385,Transport,1
m_dense/H/long,Granite-PatchTST-FM-r1,33471.19407407408,33471.19407407408,76.14867283950618,0.669455681517288,0.250806444883162,0.1850273377218364,6.593156129756058,182.95134346069744,0.3167158206568571,0.1318246095059464,0.1086196927712813,Transport,1
m_dense/H/medium,Granite-PatchTST-FM-r1,37126.04888888889,37126.04888888889,78.56652777777778,0.6852608590683718,0.2548091841378649,0.1909204779730902,7.311375752948847,192.6812105237272,0.335240963626814,0.1366958325071954,0.1132291751140868,Transport,1
m_dense/H/short,Granite-PatchTST-FM-r1,43555.6,43555.6,86.0034375,0.7674994255689626,0.2862264102376926,0.2112649536132812,8.361476626238819,208.6997843793807,0.3701814128360166,0.1525486674419846,0.126600031956907,Transport,1
restaurant/D/short,Granite-PatchTST-FM-r1,146.2458204912674,146.2458204912674,7.191243900018679,0.6943383268515723,0.5617524148191604,0.4094190625145932,4.989544721702008,12.093213819794448,0.5565577196818333,0.3309577062235652,0.2601468648242149,Sales,1
saugeen/D/short,Granite-PatchTST-FM-r1,1143.5694791666667,1143.5694791666667,12.619335123697915,2.803325002314382,0.2892969004313151,0.3283851623535156,26.765220722630087,33.81670414405678,1.0953311045771603,0.4087432714077386,0.3379694422037989,Nature,1
saugeen/M/short,Granite-PatchTST-FM-r1,399.2012183779762,399.2012183779762,12.671183268229166,0.7424166042821579,0.3648750214349656,0.3651896431332543,4.513374837281677,19.98002047991884,0.5998601543072107,0.3804269349060132,0.2902350531050835,Nature,1
saugeen/W/short,Granite-PatchTST-FM-r1,1006.41806640625,1006.41806640625,15.03714599609375,1.2199679167455302,0.3860137224197387,0.3924800157546997,9.522505627255724,31.724092838192394,0.957618121707534,0.4539087556598434,0.3632914876656488,Nature,1
solar/10T/long,Granite-PatchTST-FM-r1,18.43882885365977,18.43882885365977,1.8987884546235048,0.832195511905498,3.244976979761864,1.4572184937810473,4.396100539197826,4.294045744243973,0.9280891970895278,0.4103927059129785,0.309792802434517,Energy,1
solar/10T/medium,Granite-PatchTST-FM-r1,18.88880778588808,18.88880778588808,1.9005309856088253,0.8325209066064043,3.374979747094756,1.4576146202561395,4.195647490370604,4.346125606317433,0.9644224949898966,0.4217353571839216,0.3146876876629736,Energy,1
solar/10T/short,Granite-PatchTST-FM-r1,19.6339330520073,19.6339330520073,1.9587136818544708,0.8610847881848431,4.468661212566328,1.5191142803851123,4.163627493472483,4.431019414537393,1.2889830678393273,0.5697895979359479,0.4211803096158544,Energy,1
solar/D/short,Granite-PatchTST-FM-r1,130109.28272506082,130109.28272506082,249.3304288321168,0.9718716298362916,1.0880847494677617,0.4223128789822841,5.868146968912653,360.7066435832044,0.5210982417166384,0.3601975466273925,0.2784684130004737,Energy,1
solar/H/long,Granite-PatchTST-FM-r1,776.1284671532846,776.1284671532846,12.70354445458232,0.9654119230054088,4.6235619769422565,1.410628611618005,5.093538398856965,27.859082309962844,0.9659251554211664,0.4404550377922513,0.3296668706544726,Energy,1
solar/H/medium,Granite-PatchTST-FM-r1,825.9937956204379,825.9937956204379,12.121377927311435,0.9245115134098392,4.605788270956117,1.4112851182329684,4.910312766574399,28.74010778720981,1.035285762235158,0.4366403243762972,0.3348069787042533,Energy,1
solar/H/short,Granite-PatchTST-FM-r1,811.3955532078371,811.3955532078371,11.654402172173134,0.8978146520724268,4.373071593204729,1.41977877964328,4.557578434472665,28.485005761063785,1.0499668284755266,0.4295851575084227,0.3303841984807735,Energy,1
solar/W/short,Granite-PatchTST-FM-r1,1195350.6569343065,1195350.6569343065,881.0796076642335,0.9580460489375064,0.1922686361048343,0.1739828429953025,6.339220323691665,1093.320930438225,0.2231741362747251,0.1798503760016047,0.1288945492032944,Energy,1
sz_taxi/15T/long,Granite-PatchTST-FM-r1,15.617199741809117,15.617199741809117,2.7070679754273503,0.5108963369452572,6409229188419.829,0.3996972586694266,4.09140733140318,3.9518602887512495,0.3657771488101139,0.2505613896588111,0.1992509775624279,Transport,1
sz_taxi/15T/medium,Granite-PatchTST-FM-r1,16.386979166666666,16.386979166666666,2.761179762620192,0.5380977411322828,9626317542349.238,0.4070536295572917,3.868064773350427,4.04808339423321,0.3767417284315778,0.2569738651535043,0.2024654849225995,Transport,1
sz_taxi/15T/short,Granite-PatchTST-FM-r1,16.709395300337682,16.709395300337682,2.736000293922657,0.5459788141024169,1197576032641.2163,0.396748553265582,3.883733115143272,4.087712722334788,0.3822186219615105,0.255827728870365,0.2010207021840949,Transport,1
sz_taxi/H/short,Granite-PatchTST-FM-r1,7.123297797309028,7.123297797309028,1.8433206672342413,0.5607464946524433,1.1574532272469285,0.296253921639206,3.9454526431443977,2.668950692183921,0.248629226772152,0.1717166950778551,0.1350240181340797,Transport,1
temperature_rain/D/short,Granite-PatchTST-FM-r1,188.941292164182,188.941292164182,5.80212133125438,1.3453495715114678,16.42268390002208,1.5309341661478375,18.92274425432168,13.745591735686826,1.6182195513266315,0.6830630763627867,0.5506902560782463,Nature,1
us_births/D/short,Granite-PatchTST-FM-r1,161362.13333333333,161362.13333333333,244.47736979166663,0.3601118582031157,0.0236554940541585,0.0232861582438151,3.449814558640205,401.6990581683424,0.0376560271034359,0.0229177695985378,0.0186499266635611,Healthcare,1
us_births/M/short,Granite-PatchTST-FM-r1,46630346.66666666,46630346.66666666,5565.311197916667,0.6302631921523932,0.0171498283743858,0.0173488818109035,4.248327496783376,6828.641641400335,0.0212097143810989,0.0172858186369167,0.013520194376792,Healthcare,1
us_births/W/short,Granite-PatchTST-FM-r1,2466518.285714286,2466518.285714286,1214.917131696429,1.104328212121284,0.0163884205477578,0.0164176225662231,6.320608069633479,1570.515293053298,0.0213195911072234,0.0164923809347774,0.012921748206645,Healthcare,1
