dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
electricity/15T/long,LongSeer-v1.0,317346.2777652863,317329.09088241146,59.188755804855255,0.8938057477151716,0.13939286648536126,0.13007962108438745,10.82805968504122,563.334960538831,0.8887299852492259,0.0933775209389709,0.07785065206531233,Energy,1
electricity/D/short,LongSeer-v1.0,1515913011.8933616,1515819981.8502014,4455.1814633462345,1.447586849128998,0.366291117070099,0.09669354568000493,12.070734473970706,38934.72758211314,0.6398269070835231,0.07321343061093417,0.05744157590956039,Energy,1
electricity/H/short,LongSeer-v1.0,1809026.8404245544,1809020.1297028281,180.4163591489731,0.9935590802729833,0.1949090877493826,0.12485621828384617,10.738023207384423,1345.0006841725228,0.6349363775990226,0.08516940614653218,0.07015019051435102,Energy,1
electricity/H/medium,LongSeer-v1.0,5094296.129368869,5094129.680012066,237.26984356956402,1.065497114165642,0.21812847860486623,0.12388168483888007,9.090494220845848,2257.0547466485764,0.881002808491169,0.09261423492958501,0.07419198194565325,Energy,1
electricity/H/long,LongSeer-v1.0,7813660.541909567,7813155.011885832,272.3567366243106,1.1865440641606388,0.2928410567528819,0.13617812325829226,14.079921496250309,2795.2925682134896,1.102462577798176,0.10741741789534347,0.08923018786543918,Energy,1
electricity/W/short,LongSeer-v1.0,50098112232.73079,50112811162.63338,30473.181979114084,1.5474103384595685,0.246106076546934,0.10013370424310732,12.011484696254136,223826.07585518446,0.5106972422545295,0.06952974509334192,0.0546889329664956,Energy,1
ett1/15T/short,LongSeer-v1.0,4.264355671905866,4.264088266042388,1.0393059390020511,0.6700005681558207,0.45738942040129543,0.23138104163088113,4.5564341949651554,2.0650316394442645,0.39037689422295846,0.19647206215410956,0.15268108353975282,Energy,7
ett1/15T/medium,LongSeer-v1.0,9.826846598449844,9.826967429471328,1.5898634893033239,0.99374781426123,0.7458533654059897,0.38798395540140845,6.6058533023544905,3.1347801515337315,0.597492125761373,0.30302951721493804,0.2333211077477075,Energy,7
ett1/15T/long,LongSeer-v1.0,8.676029601524846,8.675947987655391,1.5544066984147307,0.9908475020704225,0.7642841893704028,0.3873122654164479,11.3944512326036,2.945510074931818,0.5614171326333801,0.29627145362601337,0.23880299682831396,Energy,7
ett1/D/short,LongSeer-v1.0,44302.10618651053,44303.50827442242,140.62216850495528,1.7248584379593006,1.2516700210221028,0.4782691223593642,11.186983822811957,210.4806551360731,0.5528344224295554,0.36934879006324894,0.2827358715202506,Energy,7
ett1/H/short,LongSeer-v1.0,100.36092634315284,100.35926064986297,4.942744165122331,0.8122495852668848,0.48889561318370894,0.26312915585152125,5.858050338976464,10.018030062999054,0.46758244849871233,0.23069809179018846,0.1790781575886868,Energy,7
ett1/H/medium,LongSeer-v1.0,134.8168429282513,134.80399215017468,6.6371856402173375,1.2557348704290185,3422206414018.1025,0.4250784331472231,9.099727570964859,11.611065538022396,0.5561425153374954,0.3179054587733441,0.25176388383810944,Energy,7
ett1/H/long,LongSeer-v1.0,154.55276714439705,154.54186349862198,7.001250236481921,1.3543671229136296,2586083230127.341,0.4559502376879168,16.072796847312603,12.43192531928973,0.5953379778599078,0.3352747101698712,0.27909442923019123,Energy,7
ett1/W/short,LongSeer-v1.0,1497652.9829065837,1497708.0673844032,949.7188813345773,1.7541511726637922,0.7185417217567522,0.5750790397234518,7.861969442690004,1223.7863305767817,0.4869737899613918,0.3779158105348484,0.2864675413984665,Energy,7
ett2/15T/short,LongSeer-v1.0,7.432546866884754,7.432418971560176,1.7051740257158166,0.7453295194429448,0.10787797708460739,0.12764033130844532,5.467665589135652,2.7262697714798425,0.1294257246365941,0.08095067708210464,0.06373573302190828,Energy,7
ett2/15T/medium,LongSeer-v1.0,11.53506378414462,11.534974161913519,2.0979106955585025,0.8666235137576583,0.12840205393333884,0.1562999060101684,6.847914111063962,3.3963309297158633,0.18099661108803128,0.11180145107155103,0.08931590805441335,Energy,7
ett2/15T/long,LongSeer-v1.0,11.186850137011591,11.186820536916807,2.1120868632268337,0.8744475392942791,0.12997406150008908,0.1583590484901792,10.535021911694026,3.3446748925735057,0.1782437675464314,0.11255692465739453,0.09389595487281455,Energy,7
ett2/D/short,LongSeer-v1.0,108912.97057710792,108917.7849711631,201.47734995569502,1.3419951589554755,0.4157480111179851,0.1379441886261173,11.55813056372572,330.0196518044159,0.1888789325539842,0.11531079008588901,0.09357710422003707,Energy,7
ett2/H/short,LongSeer-v1.0,104.2986068555644,104.29558987348933,6.178408167617661,0.7124075351871471,0.11779465277124355,0.10658488363415913,5.24187544325247,10.212668938899586,0.1295250579094858,0.07835940638895765,0.06271841637814912,Energy,7
ett2/H/medium,LongSeer-v1.0,277.72906290110336,277.728000010331,10.053290588524016,1.0740978584460832,0.17848638538651185,0.17445594985662627,7.133979724556896,16.665205156286056,0.22457434240023685,0.13547454722000046,0.10871949062884831,Energy,7
ett2/H/long,LongSeer-v1.0,272.37054944783523,272.3744493350912,9.986804386705318,1.0796246171036399,0.18219027615651567,0.18130303717657661,12.84882380394219,16.503652609281232,0.22600482033496497,0.13676159966360776,0.11460433918953555,Energy,7
ett2/W/short,LongSeer-v1.0,3960077.0367907914,3960151.774846331,1408.37880052839,1.0080789436889268,0.153539140470145,0.17002220985029534,8.048487513955948,1989.994230341081,0.1669299761982547,0.11814136748026394,0.09199058152959873,Energy,7
hierarchical_sales/D/short,LongSeer-v1.0,28.475422093122276,28.475703540542284,2.315160761364559,0.7477283688215581,0.6490829004134098,1.0594495509493382,7.063391924062131,5.3362366976289834,1.6370983235760137,0.7102656827278555,0.5776925465032,Sales,1
hierarchical_sales/W/short,LongSeer-v1.0,438.4661574839851,438.46582374260197,8.806842288602207,0.7170310657158414,0.5412469747004662,0.45392489263905444,6.515194154166639,20.93958350789206,0.9613465211594395,0.4043264372167001,0.3402834663308039,Sales,1
hospital/M/short,LongSeer-v1.0,3082.6420341230573,3082.891402726941,18.554865246853172,0.7823656642929027,0.19534118073437384,0.17792285820718184,5.054490820983131,55.52154567483741,0.20155610368927815,0.06735846954870052,0.052659996476029446,Healthcare,1
jena_weather/10T/short,LongSeer-v1.0,832.6235681837969,832.5797398153427,5.568672614187346,0.2779789063839592,0.3484922423018878,0.5400938191573753,2.3442929055315473,28.855217347713687,0.17922707839532995,0.03458843893476902,0.028523332062706644,Nature,21
jena_weather/10T/medium,LongSeer-v1.0,1535.5893465833005,1535.585174598874,9.677195595258334,0.6053491184632395,0.7534642882341088,0.653218749030893,5.785078799039996,39.18659651696356,0.24048744629592161,0.059388777359176186,0.048954900309381544,Nature,21
jena_weather/10T/long,LongSeer-v1.0,1513.0164274286128,1512.996857814586,9.856002733897709,0.6409036277181911,0.7796226872532774,0.6418380756063655,9.76330116981491,38.89751184110126,0.2380205447691358,0.06031057075197246,0.05161299694685843,Nature,21
jena_weather/D/short,LongSeer-v1.0,344.69248417838327,344.67632253359596,9.144597904449089,0.9842805307529764,0.5789712496597971,0.4439966307532038,6.780510175366108,18.565895727876512,0.11179703683135697,0.05506542553702984,0.04314200948182787,Nature,21
jena_weather/H/short,LongSeer-v1.0,1095.5934506050394,1095.547245546405,8.127180896850346,0.5183177669695901,1.3231627936347228,0.6051687409750266,4.397413868769132,33.09975000819552,0.20289935292941078,0.04981909968210969,0.04155216734690047,Nature,21
jena_weather/H/medium,LongSeer-v1.0,1329.3714935213043,1329.3334073462338,10.143434797787746,0.7764688016648068,2.2379479634143533,0.6703452150256449,5.79169895911606,36.460547082035184,0.2231085370557606,0.06206947178721806,0.05061500783995835,Nature,21
jena_weather/H/long,LongSeer-v1.0,1454.936753038004,1454.9834353801903,11.302535065843154,0.961749346128708,2.18121395268605,0.6544290739210725,16.172621183507818,38.1436331913729,0.2296669549870601,0.0680537902402484,0.0579900316436015,Nature,21
kdd_cup_2018/D/short,LongSeer-v1.0,2917.5581628657737,2917.7326257446616,21.3730163976993,1.2016498110544827,0.5408212956201985,0.4668077507170135,9.269784444117338,54.014425507134426,1.2099805046624161,0.4787782694019486,0.3811402453194768,Nature,1
kdd_cup_2018/H/short,LongSeer-v1.0,4414.960208452247,4415.0009060647835,22.821608855703882,0.959035373950117,0.9113040127762346,0.4985543619364024,7.808720865914642,66.44516693072752,1.3908176736794997,0.4776976024667804,0.385155770629251,Nature,1
kdd_cup_2018/H/medium,LongSeer-v1.0,5163.256785290904,5163.525249489807,25.31805515825232,1.0501003140227394,0.9494614798458324,0.5619841650119635,8.88413254406726,71.85580550860803,1.5040721332702434,0.5299527430329121,0.42362553284978977,Nature,1
kdd_cup_2018/H/long,LongSeer-v1.0,4147.197274322217,4147.323696221264,23.965820655903926,1.0095553125865635,0.9615589542844494,0.6046745131889034,16.230684805779465,64.39873658948765,1.5110545564250055,0.5623349838586679,0.4786726776044376,Nature,1
m4_daily/D/short,LongSeer-v1.0,340611.90244862717,340622.1979159026,182.61557874215765,3.4370123142584297,0.03896116249331992,0.0316815507193683,27.167070925391545,583.6196556393788,0.09015310772845471,0.028209060103021318,0.022404976875449054,Econ/Fin,1
m4_hourly/H/short,LongSeer-v1.0,909184.4889284399,908763.0929014629,187.24580865613697,0.7267489549998469,0.08634141184482277,0.07740963186193313,7.054726465419983,953.5116616635792,0.13017538841037143,0.02556318590535152,0.020256735166463407,Econ/Fin,1
m4_monthly/M/short,LongSeer-v1.0,1994998.9407690072,1995080.4803512085,593.0146213166206,1.0009809659819167,0.17189401065502397,0.1402343272902172,8.6248128619582,1412.4443142187968,0.29355441683621925,0.12324879613553777,0.0992055425242112,Econ/Fin,1
m4_quarterly/Q/short,LongSeer-v1.0,1931956.86218122,1932035.2662267284,595.0380201481978,1.2941127601245013,0.11825892608211885,0.10842983873326871,10.623112781252184,1389.948510622325,0.2326529040746084,0.09959888612010574,0.08024354165131799,Econ/Fin,1
m4_weekly/W/short,LongSeer-v1.0,521886.83175761,521892.26379675424,287.3361659486263,2.515034717558766,0.06415130893228099,0.06325144166444929,19.517713261074327,722.4173528907027,0.1316132461499972,0.052348196489840564,0.041663156161577015,Econ/Fin,1
m4_yearly/A/short,LongSeer-v1.0,4174142.4835543977,4174045.8723398186,1007.5493164817724,3.884634063589753,0.18258400571280808,0.16954678771853945,39.86398685908325,2043.071825353773,0.3276160379168071,0.1615652034232267,0.13355084584671176,Econ/Fin,1
restaurant/D/short,LongSeer-v1.0,140.20984615286736,140.21245527114928,7.100885341016476,0.6806790265809167,0.6697808085453986,0.3920311820641779,4.6595340648125,11.841023864213236,0.5449513536077297,0.32679919597960616,0.2560124784032023,Sales,1
saugeen/D/short,LongSeer-v1.0,1393.4072300070866,1393.4141618045708,13.974508867263793,3.1057460720732943,0.2962618500490524,0.35917229287387176,43.572690280911665,37.32837031008837,1.209074808403532,0.45263767185287634,0.40047229161055076,Nature,1
saugeen/M/short,LongSeer-v1.0,414.5490048013557,414.58094656718794,12.570832224119277,0.7365257597182728,0.3524166579170756,0.3560807783559416,5.201030891772315,20.36047653669618,0.6112825864891468,0.3774140955115216,0.3029235141100359,Nature,1
saugeen/W/short,LongSeer-v1.0,983.6830125295979,983.7257751041934,14.854581612348557,1.2051088698536045,0.3757548763389921,0.38121451367166204,10.516090184881362,31.363721280001165,0.9467400065654537,0.44839789792958573,0.35678297943514103,Nature,1
solar/10T/short,LongSeer-v1.0,23.82815176248173,23.827867973960707,2.189771367920197,0.9669671699898876,4.883320316071335,1.5361426139493937,4.737971124252943,4.881408788708617,1.4200012880115964,0.6370042537904741,0.4854808922102818,Energy,1
solar/10T/medium,LongSeer-v1.0,21.80776478548929,21.806650201452324,1.818061170511328,0.795819508832073,3.746060421137136,1.4430806218530625,4.862942410624812,4.669878455108793,1.0362645748501882,0.4034349938702347,0.3191246456845602,Energy,1
solar/10T/long,LongSeer-v1.0,22.091236655169883,22.090233609313966,1.874045213517285,0.8186801626561234,3.51214694643004,1.4501530273454688,9.244373494897673,4.700131557219423,1.0158582444158422,0.4050448923361285,0.3362380477917045,Energy,1
solar/D/short,LongSeer-v1.0,152553.12621950763,152590.39361823705,255.31632523142218,0.997413700838072,1.1672810288334887,0.42211131551894315,5.662038052768637,390.5804990261388,0.5642557876658005,0.3688451281018837,0.2903618889869105,Energy,1
solar/H/short,LongSeer-v1.0,702.918149553927,702.8643030917655,11.270716788693091,0.8682874520522339,3.7200093350165773,1.4188272296078623,6.282589828989769,26.51260359817434,0.9772633864045557,0.4154423693372516,0.33181371825634076,Energy,1
solar/H/medium,LongSeer-v1.0,764.8961021452312,764.842376859992,11.520185902024537,0.8820969212555924,4.226953719494845,1.4100076411231064,6.323379389085732,27.65675509066874,0.9962608695481802,0.414983984436409,0.3371120062095911,Energy,1
solar/H/long,LongSeer-v1.0,719.4541489931607,719.4536141051263,12.967303521767585,0.9915602965829142,4.030072797889381,1.429722121501927,8.476722852847818,26.822642468503375,0.9299898972598303,0.449600045338805,0.3547745502631792,Energy,1
solar/W/short,LongSeer-v1.0,2249787.928850549,2249985.135280282,1203.8533414854621,1.3171632182164317,0.2741966625003179,0.23064911190394505,6.470662635456182,1499.929307951061,0.30617307183623715,0.24573656481612574,0.17761224434794878,Energy,1
temperature_rain/D/short,LongSeer-v1.0,185.92396448080018,185.93900246212016,5.7990974250770595,1.3328444644515622,22.64943684666385,1.5097981147371582,19.99389307323752,13.635393814657506,1.6052463651373792,0.682707092234894,0.551917873506917,Nature,1
us_births/D/short,LongSeer-v1.0,164551.905738101,164552.07724496364,243.94963704427084,0.35926304666827996,0.023544930045649507,0.023119550771189303,3.7433466783325713,405.6499793394559,0.03802639390335173,0.022868298935773763,0.018724512616136647,Healthcare,1
us_births/M/short,LongSeer-v1.0,75191903.56054688,75250260.51822917,7337.143229166667,0.8287930754311136,0.02250964108476498,0.022855616934574472,4.345896584780289,8671.326516776247,0.026933081040749717,0.022789116845781096,0.017229390308061747,Healthcare,1
us_births/W/short,LongSeer-v1.0,1636835.66456604,1636803.4459261212,972.6974051339286,0.8850875900217537,0.013176655449420467,0.013229228904720081,5.45162588168897,1279.3887855402047,0.017367577313975716,0.013204271897407678,0.010465258658612496,Healthcare,1
